2455 y,7.5,x,6.75,7
2456 x,6.75,y,7.5,7.75
2457 y,7.5,x,7,7.25
2458 x,7,y,7.5,7.75
2459 y,7.5,x,7.25,7.5
2460 x,7.25,y,7.5,7.75
2461 y,7.5,x,7.5,7.75
2462 x,7.5,y,7.5,7.75
2463 y,7.5,x,7.75,8
2464 x,7.75,y,7.5,7.75
2465 y,7.5,x,8,8.25
2466 x,8,y,7.5,7.75
2467 y,7.5,x,8.25,8.5
2468 x,8.25,y,7.5,7.75
2469 y,7.5,x,8.5,8.75
2470 x,8.5,y,7.5,7.75
2471 y,7.5,x,8.75,9
2472 x,8.75,y,7.5,7.75
2473 y,7.5,x,9,9.25
2474 x,9,y,7.5,7.75
2475 y,7.5,x,9.25,9.5
2476 x,9.25,y,7.5,7.75
2477 y,7.5,x,9.5,9.75
2478 x,9.5,y,7.5,7.75
2479 y,7.5,x,9.75,10
2480 x,9.75,y,7.5,7.75
2481 y,7.75,x,0,0.25
2482 x,0,y,7.75,8
2483 y,7.75,x,0.25,0.5
2484 x,0.25,y,7.75,8
2485 y,7.75,x,0.5,0.75
2486 x,0.5,y,7.75,8
2487 y,7.75,x,0.75,1
2488 x,0.75,y,7.75,8
2489 y,7.75,x,1,1.25
2490 x,1,y,7.75,8
2491 y,7.75,x,1.25,1.5
2492 x,1.25,y,7.75,8
2493 y,7.75,x,1.5,1.75
2494 x,1.5,y,7.75,8
2495 y,7.75,x,1.75,2
2496 x,1.75,y,7.75,8
2497 y,7.75,x,2,2.25
2498 x,2,y,7.75,8
2499 y,7.75,x,2.25,2.5
2500 x,2.25,y,7.75,8
2501 y,7.75,x,2.5,2.75
2502 x,2.5,y,7.75,8
2503 y,7.75,x,2.75,3
2504 x,2.75,y,7.75,8
2505 y,7.75,x,3,3.25
2506 x,3,y,7.75,8
2507 y,7.75,x,3.25,3.5
2508 x,3.25,y,7.75,8
2509 y,7.75,x,3.5,3.75
2510 x,3.5,y,7.75,8
2511 y,7.75,x,3.75,4
2512 x,3.75,y,7.75,8
2513 y,7.75,x,4,4.25
2514 x,4,y,7.75,8
2515 y,7.75,x,4.25,4.5
2516 x,4.25,y,7.75,8
2517 y,7.75,x,4.5,4.75
2518 x,4.5,y,7.75,8
2519 y,7.75,x,4.75,5
2520 x,4.75,y,7.75,8
2521 y,7.75,x,5,5.25
2522 x,5,y,7.75,8
2523 y,7.75,x,5.25,5.5
2524 x,5.25,y,7.75,8
2525 y,7.75,x,5.5,5.75
2526 x,5.5,y,7.75,8
2527 y,7.75,x,5.75,6
2528 x,5.75,y,7.75,8
2529 y,7.75,x,6,6.25
2530 x,6,y,7.75,8
2531 y,7.75,x,6.25,6.5
2532 x,6.25,y,7.75,8
2533 y,7.75,x,6.5,6.75
2534 x,6.5,y,7.75,8
2535 y,7.75,x,6.75,7
2536 x,6.75,y,7.75,8
2537 y,7.75,x,7,7.25
2538 x,7,y,7.75,8
2539 y,7.75,x,7.25,7.5
2540 x,7.25,y,7.75,8
2541 y,7.75,x,7.5,7.75
2542 x,7.5,y,7.75,8
2543 y,7.75,x,7.75,8
2544 x,7.75,y,7.75,8
2545 y,7.75,x,8,8.25
2546 x,8,y,7.75,8
2547 y,7.75,x,8.25,8.5
2548 x,8.25,y,7.75,8
2549 y,7.75,x,8.5,8.75
2550 x,8.5,y,7.75,8
2551 y,7.75,x,8.75,9
2552 x,8.75,y,7.75,8
2553 y,7.75,x,9,9.25
2554 x,9,y,7.75,8
2555 y,7.75,x,9.25,9.5
2556 x,9.25,y,7.75,8
2557 y,7.75,x,9.5,9.75
2558 x,9.5,y,7.75,8
2559 y,7.75,x,9.75,10
2560 x,9.75,y,7.75,8
2561 y,8,x,0,0.25
2562 x,0,y,8,8.25
2563 y,8,x,0.25,0.5
2564 x,0.25,y,8,8.25
2565 y,8,x,0.5,0.75
2566 x,0.5,y,8,8.25
2567 y,8,x,0.75,1
2568 x,0.75,y,8,8.25
2569 y,8,x,1,1.25
2570 x,1,y,8,8.25
2571 y,8,x,1.25,1.5
2572 x,1.25,y,8,8.25
2573 y,8,x,1.5,1.75
2574 x,1.5,y,8,8.25
2575 y,8,x,1.75,2
2576 x,1.75,y,8,8.25
2577 y,8,x,2,2.25
2578 x,2,y,8,8.25
2579 y,8,x,2.25,2.5
2580 x,2.25,y,8,8.25
2581 y,8,x,2.5,2.75
2582 x,2.5,y,8,8.25
2583 y,8,x,2.75,3
2584 x,2.75,y,8,8.25
2585 y,8,x,3,3.25
2586 x,3,y,8,8.25
2587 y,8,x,3.25,3.5
2588 x,3.25,y,8,8.25
2589 y,8,x,3.5,3.75
2590 x,3.5,y,8,8.25
2591 y,8,x,3.75,4
2592 x,3.75,y,8,8.25
2593 y,8,x,4,4.25
2594 x,4,y,8,8.25
2595 y,8,x,4.25,4.5
2596 x,4.25,y,8,8.25
2597 y,8,x,4.5,4.75
2598 x,4.5,y,8,8.25
2599 y,8,x,4.75,5
2600 x,4.75,y,8,8.25
2601 y,8,x,5,5.25
2602 x,5,y,8,8.25
2603 y,8,x,5.25,5.5
2604 x,5.25,y,8,8.25
2605 y,8,x,5.5,5.75
2606 x,5.5,y,8,8.25
2607 y,8,x,5.75,6
2608 x,5.75,y,8,8.25
2609 y,8,x,6,6.25
2610 x,6,y,8,8.25
2611 y,8,x,6.25,6.5
2612 x,6.25,y,8,8.25
2613 y,8,x,6.5,6.75
2614 x,6.5,y,8,8.25
2615 y,8,x,6.75,7
2616 x,6.75,y,8,8.25
2617 y,8,x,7,7.25
2618 x,7,y,8,8.25
2619 y,8,x,7.25,7.5
2620 x,7.25,y,8,8.25
2621 y,8,x,7.5,7.75
2622 x,7.5,y,8,8.25
2623 y,8,x,7.75,8
2624 x,7.75,y,8,8.25
2625 y,8,x,8,8.25
2626 x,8,y,8,8.25
2627 y,8,x,8.25,8.5
2628 x,8.25,y,8,8.25
2629 y,8,x,8.5,8.75
2630 x,8.5,y,8,8.25
2631 y,8,x,8.75,9
2632 x,8.75,y,8,8.25
2633 y,8,x,9,9.25
2634 x,9,y,8,8.25
2635 y,8,x,9.25,9.5
2636 x,9.25,y,8,8.25
2637 y,8,x,9.5,9.75
2638 x,9.5,y,8,8.25
2639 y,8,x,9.75,10
2640 x,9.75,y,8,8.25
2641 y,8.25,x,0,0.25
2642 x,0,y,8.25,8.5
2643 y,8.25,x,0.25,0.5
2644 x,0.25,y,8.25,8.5
2645 y,8.25,x,0.5,0.75
2646 x,0.5,y,8.25,8.5
2647 y,8.25,x,0.75,1
2648 x,0.75,y,8.25,8.5
2649 y,8.25,x,1,1.25
2650 x,1,y,8.25,8.5
2651 y,8.25,x,1.25,1.5
2652 x,1.25,y,8.25,8.5
2653 y,8.25,x,1.5,1.75
2654 x,1.5,y,8.25,8.5
2655 y,8.25,x,1.75,2
2656 x,1.75,y,8.25,8.5
2657 y,8.25,x,2,2.25
2658 x,2,y,8.25,8.5
2659 y,8.25,x,2.25,2.5
2660 x,2.25,y,8.25,8.5
2661 y,8.25,x,2.5,2.75
2662 x,2.5,y,8.25,8.5
2663 y,8.25,x,2.75,3
2664 x,2.75,y,8.25,8.5
2665 y,8.25,x,3,3.25
2666 x,3,y,8.25,8.5
2667 y,8.25,x,3.25,3.5
2668 x,3.25,y,8.25,8.5
2669 y,8.25,x,3.5,3.75
2670 x,3.5,y,8.25,8.5
2671 y,8.25,x,3.75,4
2672 x,3.75,y,8.25,8.5
2673 y,8.25,x,4,4.25
2674 x,4,y,8.25,8.5
2675 y,8.25,x,4.25,4.5
2676 x,4.25,y,8.25,8.5
2677 y,8.25,x,4.5,4.75
2678 x,4.5,y,8.25,8.5
2679 y,8.25,x,4.75,5
2680 x,4.75,y,8.25,8.5
2681 y,8.25,x,5,5.25
2682 x,5,y,8.25,8.5
2683 y,8.25,x,5.25,5.5
2684 x,5.25,y,8.25,8.5
2685 y,8.25,x,5.5,5.75
2686 x,5.5,y,8.25,8.5
2687 y,8.25,x,5.75,6
2688 x,5.75,y,8.25,8.5
2689 y,8.25,x,6,6.25
2690 x,6,y,8.25,8.5
2691 y,8.25,x,6.25,6.5
2692 x,6.25,y,8.25,8.5
2693 y,8.25,x,6.5,6.75
2694 x,6.5,y,8.25,8.5
2695 y,8.25,x,6.75,7
2696 x,6.75,y,8.25,8.5
2697 y,8.25,x,7,7.25
2698 x,7,y,8.25,8.5
2699 y,8.25,x,7.25,7.5
2700 x,7.25,y,8.25,8.5
2701 y,8.25,x,7.5,7.75
2702 x,7.5,y,8.25,8.5
2703 y,8.25,x,7.75,8
2704 x,7.75,y,8.25,8.5
2705 y,8.25,x,8,8.25
2706 x,8,y,8.25,8.5
2707 y,8.25,x,8.25,8.5
2708 x,8.25,y,8.25,8.5
2709 y,8.25,x,8.5,8.75
2710 x,8.5,y,8.25,8.5
2711 y,8.25,x,8.75,9
2712 x,8.75,y,8.25,8.5
2713 y,8.25,x,9,9.25
2714 x,9,y,8.25,8.5
2715 y,8.25,x,9.25,9.5
2716 x,9.25,y,8.25,8.5
2717 y,8.25,x,9.5,9.75
2718 x,9.5,y,8.25,8.5
2719 y,8.25,x,9.75,10
2720 x,9.75,y,8.25,8.5
2721 y,8.5,x,0,0.25
2722 x,0,y,8.5,8.75
2723 y,8.5,x,0.25,0.5
2724 x,0.25,y,8.5,8.75
2725 y,8.5,x,0.5,0.75
2726 x,0.5,y,8.5,8.75
2727 y,8.5,x,0.75,1
2728 x,0.75,y,8.5,8.75
2729 y,8.5,x,1,1.25
2730 x,1,y,8.5,8.75
2731 y,8.5,x,1.25,1.5
2732 x,1.25,y,8.5,8.75
2733 y,8.5,x,1.5,1.75
2734 x,1.5,y,8.5,8.75
2735 y,8.5,x,1.75,2
2736 x,1.75,y,8.5,8.75
2737 y,8.5,x,2,2.25
2738 x,2,y,8.5,8.75
2739 y,8.5,x,2.25,2.5
2740 x,2.25,y,8.5,8.75
2741 y,8.5,x,2.5,2.75
2742 x,2.5,y,8.5,8.75
2743 y,8.5,x,2.75,3
2744 x,2.75,y,8.5,8.75
2745 y,8.5,x,3,3.25
2746 x,3,y,8.5,8.75
2747 y,8.5,x,3.25,3.5
2748 x,3.25,y,8.5,8.75
2749 y,8.5,x,3.5,3.75
2750 x,3.5,y,8.5,8.75
2751 y,8.5,x,3.75,4
2752 x,3.75,y,8.5,8.75
2753 y,8.5,x,4,4.25
2754 x,4,y,8.5,8.75
2755 y,8.5,x,4.25,4.5
2756 x,4.25,y,8.5,8.75
2757 y,8.5,x,4.5,4.75
2758 x,4.5,y,8.5,8.75
2759 y,8.5,x,4.75,5
2760 x,4.75,y,8.5,8.75
2761 y,8.5,x,5,5.25
2762 x,5,y,8.5,8.75
2763 y,8.5,x,5.25,5.5
2764 x,5.25,y,8.5,8.75
2765 y,8.5,x,5.5,5.75
2766 x,5.5,y,8.5,8.75
2767 y,8.5,x,5.75,6
2768 x,5.75,y,8.5,8.75
2769 y,8.5,x,6,6.25
2770 x,6,y,8.5,8.75
2771 y,8.5,x,6.25,6.5
2772 x,6.25,y,8.5,8.75
2773 y,8.5,x,6.5,6.75
2774 x,6.5,y,8.5,8.75
2775 y,8.5,x,6.75,7
2776 x,6.75,y,8.5,8.75
2777 y,8.5,x,7,7.25
2778 x,7,y,8.5,8.75
2779 y,8.5,x,7.25,7.5
2780 x,7.25,y,8.5,8.75
2781 y,8.5,x,7.5,7.75
2782 x,7.5,y,8.5,8.75
2783 y,8.5,x,7.75,8
2784 x,7.75,y,8.5,8.75
2785 y,8.5,x,8,8.25
2786 x,8,y,8.5,8.75
2787 y,8.5,x,8.25,8.5
2788 x,8.25,y,8.5,8.75
2789 y,8.5,x,8.5,8.75
2790 x,8.5,y,8.5,8.75
2791 y,8.5,x,8.75,9
2792 x,8.75,y,8.5,8.75
2793 y,8.5,x,9,9.25
2794 x,9,y,8.5,8.75
2795 y,8.5,x,9.25,9.5
2796 x,9.25,y,8.5,8.75
2797 y,8.5,x,9.5,9.75
2798 x,9.5,y,8.5,8.75
2799 y,8.5,x,9.75,10
2800 x,9.75,y,8.5,8.75
2801 y,8.75,x,0,0.25
2802 x,0,y,8.75,9
2803 y,8.75,x,0.25,0.5
2804 x,0.25,y,8.75,9
2805 y,8.75,x,0.5,0.75
2806 x,0.5,y,8.75,9
2807 y,8.75,x,0.75,1
2808 x,0.75,y,8.75,9
2809 y,8.75,x,1,1.25
2810 x,1,y,8.75,9
2811 y,8.75,x,1.25,1.5
2812 x,1.25,y,8.75,9
2813 y,8.75,x,1.5,1.75
2814 x,1.5,y,8.75,9
2815 y,8.75,x,1.75,2
2816 x,1.75,y,8.75,9
2817 y,8.75,x,2,2.25
2818 x,2,y,8.75,9
2819 y,8.75,x,2.25,2.5
2820 x,2.25,y,8.75,9
2821 y,8.75,x,2.5,2.75
2822 x,2.5,y,8.75,9
2823 y,8.75,x,2.75,3
2824 x,2.75,y,8.75,9
2825 y,8.75,x,3,3.25
2826 x,3,y,8.75,9
2827 y,8.75,x,3.25,3.5
2828 x,3.25,y,8.75,9
2829 y,8.75,x,3.5,3.75
2830 x,3.5,y,8.75,9
2831 y,8.75,x,3.75,4
2832 x,3.75,y,8.75,9
2833 y,8.75,x,4,4.25
2834 x,4,y,8.75,9
2835 y,8.75,x,4.25,4.5
2836 x,4.25,y,8.75,9
2837 y,8.75,x,4.5,4.75
2838 x,4.5,y,8.75,9
2839 y,8.75,x,4.75,5
2840 x,4.75,y,8.75,9
2841 y,8.75,x,5,5.25
2842 x,5,y,8.75,9
2843 y,8.75,x,5.25,5.5
2844 x,5.25,y,8.75,9
2845 y,8.75,x,5.5,5.75
2846 x,5.5,y,8.75,9
2847 y,8.75,x,5.75,6
2848 x,5.75,y,8.75,9
2849 y,8.75,x,6,6.25
2850 x,6,y,8.75,9
2851 y,8.75,x,6.25,6.5
2852 x,6.25,y,8.75,9
2853 y,8.75,x,6.5,6.75
2854 x,6.5,y,8.75,9
2855 y,8.75,x,6.75,7
2856 x,6.75,y,8.75,9
2857 y,8.75,x,7,7.25
2858 x,7,y,8.75,9
2859 y,8.75,x,7.25,7.5
2860 x,7.25,y,8.75,9
2861 y,8.75,x,7.5,7.75
2862 x,7.5,y,8.75,9
2863 y,8.75,x,7.75,8
2864 x,7.75,y,8.75,9
2865 y,8.75,x,8,8.25
2866 x,8,y,8.75,9
2867 y,8.75,x,8.25,8.5
2868 x,8.25,y,8.75,9
2869 y,8.75,x,8.5,8.75
2870 x,8.5,y,8.75,9
2871 y,8.75,x,8.75,9
2872 x,8.75,y,8.75,9
2873 y,8.75,x,9,9.25
2874 x,9,y,8.75,9
2875 y,8.75,x,9.25,9.5
2876 x,9.25,y,8.75,9
2877 y,8.75,x,9.5,9.75
2878 x,9.5,y,8.75,9
2879 y,8.75,x,9.75,10
2880 x,9.75,y,8.75,9
2881 y,9,x,0,0.25
2882 x,0,y,9,9.25
2883 y,9,x,0.25,0.5
2884 x,0.25,y,9,9.25
2885 y,9,x,0.5,0.75
2886 x,0.5,y,9,9.25
2887 y,9,x,0.75,1
2888 x,0.75,y,9,9.25
2889 y,9,x,1,1.25
2890 x,1,y,9,9.25
2891 y,9,x,1.25,1.5
2892 x,1.25,y,9,9.25
2893 y,9,x,1.5,1.75
2894 x,1.5,y,9,9.25
2895 y,9,x,1.75,2
2896 x,1.75,y,9,9.25
2897 y,9,x,2,2.25
2898 x,2,y,9,9.25
2899 y,9,x,2.25,2.5
2900 x,2.25,y,9,9.25
2901 y,9,x,2.5,2.75
2902 x,2.5,y,9,9.25
2903 y,9,x,2.75,3
2904 x,2.75,y,9,9.25
2905 y,9,x,3,3.25
2906 x,3,y,9,9.25
2907 y,9,x,3.25,3.5
2908 x,3.25,y,9,9.25
2909 y,9,x,3.5,3.75
2910 x,3.5,y,9,9.25
2911 y,9,x,3.75,4
2912 x,3.75,y,9,9.25
2913 y,9,x,4,4.25
2914 x,4,y,9,9.25
2915 y,9,x,4.25,4.5
2916 x,4.25,y,9,9.25
2917 y,9,x,4.5,4.75
2918 x,4.5,y,9,9.25
2919 y,9,x,4.75,5
2920 x,4.75,y,9,9.25
2921 y,9,x,5,5.25
2922 x,5,y,9,9.25
2923 y,9,x,5.25,5.5
2924 x,5.25,y,9,9.25
2925 y,9,x,5.5,5.75
2926 x,5.5,y,9,9.25
2927 y,9,x,5.75,6
2928 x,5.75,y,9,9.25
2929 y,9,x,6,6.25
2930 x,6,y,9,9.25
2931 y,9,x,6.25,6.5
2932 x,6.25,y,9,9.25
2933 y,9,x,6.5,6.75
2934 x,6.5,y,9,9.25
2935 y,9,x,6.75,7
2936 x,6.75,y,9,9.25
2937 y,9,x,7,7.25
2938 x,7,y,9,9.25
2939 y,9,x,7.25,7.5
2940 x,7.25,y,9,9.25
2941 y,9,x,7.5,7.75
2942 x,7.5,y,9,9.25
2943 y,9,x,7.75,8
2944 x,7.75,y,9,9.25
2945 y,9,x,8,8.25
2946 x,8,y,9,9.25
2947 y,9,x,8.25,8.5
2948 x,8.25,y,9,9.25
2949 y,9,x,8.5,8.75
2950 x,8.5,y,9,9.25
2951 y,9,x,8.75,9
2952 x,8.75,y,9,9.25
2953 y,9,x,9,9.25
2954 x,9,y,9,9.25
2955 y,9,x,9.25,9.5
2956 x,9.25,y,9,9.25
2957 y,9,x,9.5,9.75
2958 x,9.5,y,9,9.25
2959 y,9,x,9.75,10
2960 x,9.75,y,9,9.25
2961 y,9.25,x,0,0.25
2962 x,0,y,9.25,9.5
2963 y,9.25,x,0.25,0.5
2964 x,0.25,y,9.25,9.5
2965 y,9.25,x,0.5,0.75
2966 x,0.5,y,9.25,9.5
2967 y,9.25,x,0.75,1
2968 x,0.75,y,9.25,9.5
2969 y,9.25,x,1,1.25
2970 x,1,y,9.25,9.5
2971 y,9.25,x,1.25,1.5
2972 x,1.25,y,9.25,9.5
2973 y,9.25,x,1.5,1.75
2974 x,1.5,y,9.25,9.5
2975 y,9.25,x,1.75,2
2976 x,1.75,y,9.25,9.5
2977 y,9.25,x,2,2.25
2978 x,2,y,9.25,9.5
2979 y,9.25,x,2.25,2.5
2980 x,2.25,y,9.25,9.5
2981 y,9.25,x,2.5,2.75
2982 x,2.5,y,9.25,9.5
2983 y,9.25,x,2.75,3
2984 x,2.75,y,9.25,9.5
2985 y,9.25,x,3,3.25
2986 x,3,y,9.25,9.5
2987 y,9.25,x,3.25,3.5
2988 x,3.25,y,9.25,9.5
2989 y,9.25,x,3.5,3.75
2990 x,3.5,y,9.25,9.5
2991 y,9.25,x,3.75,4
2992 x,3.75,y,9.25,9.5
2993 y,9.25,x,4,4.25
2994 x,4,y,9.25,9.5
2995 y,9.25,x,4.25,4.5
2996 x,4.25,y,9.25,9.5
2997 y,9.25,x,4.5,4.75
2998 x,4.5,y,9.25,9.5
2999 y,9.25,x,4.75,5
3000 x,4.75,y,9.25,9.5
3001 y,9.25,x,5,5.25
3002 x,5,y,9.25,9.5
3003 y,9.25,x,5.25,5.5
3004 x,5.25,y,9.25,9.5
3005 y,9.25,x,5.5,5.75
3006 x,5.5,y,9.25,9.5
3007 y,9.25,x,5.75,6
3008 x,5.75,y,9.25,9.5
3009 y,9.25,x,6,6.25
3010 x,6,y,9.25,9.5
3011 y,9.25,x,6.25,6.5
3012 x,6.25,y,9.25,9.5
3013 y,9.25,x,6.5,6.75
3014 x,6.5,y,9.25,9.5
3015 y,9.25,x,6.75,7
3016 x,6.75,y,9.25,9.5
3017 y,9.25,x,7,7.25
3018 x,7,y,9.25,9.5
3019 y,9.25,x,7.25,7.5
3020 x,7.25,y,9.25,9.5
3021 y,9.25,x,7.5,7.75
3022 x,7.5,y,9.25,9.5
3023 y,9.25,x,7.75,8
3024 x,7.75,y,9.25,9.5
3025 y,9.25,x,8,8.25
3026 x,8,y,9.25,9.5
3027 y,9.25,x,8.25,8.5
3028 x,8.25,y,9.25,9.5
3029 y,9.25,x,8.5,8.75
3030 x,8.5,y,9.25,9.5
3031 y,9.25,x,8.75,9
3032 x,8.75,y,9.25,9.5
3033 y,9.25,x,9,9.25
3034 x,9,y,9.25,9.5
3035 y,9.25,x,9.25,9.5
3036 x,9.25,y,9.25,9.5
3037 y,9.25,x,9.5,9.75
3038 x,9.5,y,9.25,9.5
3039 y,9.25,x,9.75,10
3040 x,9.75,y,9.25,9.5
3041 y,9.5,x,0,0.25
3042 x,0,y,9.5,9.75
3043 y,9.5,x,0.25,0.5
3044 x,0.25,y,9.5,9.75
3045 y,9.5,x,0.5,0.75
3046 x,0.5,y,9.5,9.75
3047 y,9.5,x,0.75,1
3048 x,0.75,y,9.5,9.75
3049 y,9.5,x,1,1.25
3050 x,1,y,9.5,9.75
3051 y,9.5,x,1.25,1.5
3052 x,1.25,y,9.5,9.75
3053 y,9.5,x,1.5,1.75
3054 x,1.5,y,9.5,9.75
3055 y,9.5,x,1.75,2
3056 x,1.75,y,9.5,9.75
3057 y,9.5,x,2,2.25
3058 x,2,y,9.5,9.75
3059 y,9.5,x,2.25,2.5
3060 x,2.25,y,9.5,9.75
3061 y,9.5,x,2.5,2.75
3062 x,2.5,y,9.5,9.75
3063 y,9.5,x,2.75,3
3064 x,2.75,y,9.5,9.75
3065 y,9.5,x,3,3.25
3066 x,3,y,9.5,9.75
3067 y,9.5,x,3.25,3.5
3068 x,3.25,y,9.5,9.75
3069 y,9.5,x,3.5,3.75
3070 x,3.5,y,9.5,9.75
3071 y,9.5,x,3.75,4
3072 x,3.75,y,9.5,9.75
3073 y,9.5,x,4,4.25
3074 x,4,y,9.5,9.75
3075 y,9.5,x,4.25,4.5
3076 x,4.25,y,9.5,9.75
3077 y,9.5,x,4.5,4.75
3078 x,4.5,y,9.5,9.75
3079 y,9.5,x,4.75,5
3080 x,4.75,y,9.5,9.75
3081 y,9.5,x,5,5.25
3082 x,5,y,9.5,9.75
3083 y,9.5,x,5.25,5.5
3084 x,5.25,y,9.5,9.75
3085 y,9.5,x,5.5,5.75
3086 x,5.5,y,9.5,9.75
3087 y,9.5,x,5.75,6
3088 x,5.75,y,9.5,9.75
3089 y,9.5,x,6,6.25
3090 x,6,y,9.5,9.75
3091 y,9.5,x,6.25,6.5
3092 x,6.25,y,9.5,9.75
3093 y,9.5,x,6.5,6.75
3094 x,6.5,y,9.5,9.75
3095 y,9.5,x,6.75,7
3096 x,6.75,y,9.5,9.75
3097 y,9.5,x,7,7.25
3098 x,7,y,9.5,9.75
3099 y,9.5,x,7.25,7.5
3100 x,7.25,y,9.5,9.75
3101 y,9.5,x,7.5,7.75
3102 x,7.5,y,9.5,9.75
3103 y,9.5,x,7.75,8
3104 x,7.75,y,9.5,9.75
3105 y,9.5,x,8,8.25
3106 x,8,y,9.5,9.75
3107 y,9.5,x,8.25,8.5
3108 x,8.25,y,9.5,9.75
3109 y,9.5,x,8.5,8.75
3110 x,8.5,y,9.5,9.75
3111 y,9.5,x,8.75,9
3112 x,8.75,y,9.5,9.75
3113 y,9.5,x,9,9.25
3114 x,9,y,9.5,9.75
3115 y,9.5,x,9.25,9.5
3116 x,9.25,y,9.5,9.75
3117 y,9.5,x,9.5,9.75
3118 x,9.5,y,9.5,9.75
3119 y,9.5,x,9.75,10
3120 x,9.75,y,9.5,9.75
3121 y,9.75,x,0,0.25
3122 x,0,y,9.75,10
3123 y,9.75,x,0.25,0.5
3124 x,0.25,y,9.75,10
3125 y,9.75,x,0.5,0.75
3126 x,0.5,y,9.75,10
3127 y,9.75,x,0.75,1
3128 x,0.75,y,9.75,10
3129 y,9.75,x,1,1.25
3130 x,1,y,9.75,10
3131 y,9.75,x,1.25,1.5
3132 x,1.25,y,9.75,10
3133 y,9.75,x,1.5,1.75
3134 x,1.5,y,9.75,10
3135 y,9.75,x,1.75,2
3136 x,1.75,y,9.75,10
3137 y,9.75,x,2,2.25
3138 x,2,y,9.75,10
3139 y,9.75,x,2.25,2.5
3140 x,2.25,y,9.75,10
3141 y,9.75,x,2.5,2.75
3142 x,2.5,y,9.75,10
3143 y,9.75,x,2.75,3
3144 x,2.75,y,9.75,10
3145 y,9.75,x,3,3.25
3146 x,3,y,9.75,10
3147 y,9.75,x,3.25,3.5
3148 x,3.25,y,9.75,10
3149 y,9.75,x,3.5,3.75
3150 x,3.5,y,9.75,10
3151 y,9.75,x,3.75,4
3152 x,3.75,y,9.75,10
3153 y,9.75,x,4,4.25
3154 x,4,y,9.75,10
3155 y,9.75,x,4.25,4.5
3156 x,4.25,y,9.75,10
3157 y,9.75,x,4.5,4.75
3158 x,4.5,y,9.75,10
3159 y,9.75,x,4.75,5
3160 x,4.75,y,9.75,10
3161 y,9.75,x,5,5.25
3162 x,5,y,9.75,10
3163 y,9.75,x,5.25,5.5
3164 x,5.25,y,9.75,10
3165 y,9.75,x,5.5,5.75
3166 x,5.5,y,9.75,10
3167 y,9.75,x,5.75,6
3168 x,5.75,y,9.75,10
3169 y,9.75,x,6,6.25
3170 x,6,y,9.75,10
3171 y,9.75,x,6.25,6.5
3172 x,6.25,y,9.75,10
3173 y,9.75,x,6.5,6.75
3174 x,6.5,y,9.75,10
3175 y,9.75,x,6.75,7
3176 x,6.75,y,9.75,10
3177 y,9.75,x,7,7.25
3178 x,7,y,9.75,10
3179 y,9.75,x,7.25,7.5
3180 x,7.25,y,9.75,10
3181 y,9.75,x,7.5,7.75
3182 x,7.5,y,9.75,10
3183 y,9.75,x,7.75,8
3184 x,7.75,y,9.75,10
3185 y,9.75,x,8,8.25
3186 x,8,y,9.75,10
3187 y,9.75,x,8.25,8.5
3188 x,8.25,y,9.75,10
3189 y,9.75,x,8.5,8.75
3190 x,8.5,y,9.75,10
3191 y,9.75,x,8.75,9
3192 x,8.75,y,9.75,10
3193 y,9.75,x,9,9.25
3194 x,9,y,9.75,10
3195 y,9.75,x,9.25,9.5
3196 x,9.25,y,9.75,10
3197 y,9.75,x,9.5,9.75
3198 x,9.5,y,9.75,10
3199 y,9.75,x,9.75,10
3200 x,9.75,y,9.75,10
